epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,602.832,1.65935,17.3844,1.59271,1,0.09772,0.16827,0.07184,1.52293,68.321,1.82046,0.000366394,0.000366394,0.000366394
2,1159.15,1.83623,11.6059,1.71861,0.52351,0.22535,0.24556,0.13129,1.8023,50.6791,1.82126,0.00072214,0.00072214,0.00072214
